task_name,period_ms,cycle_num,scheduled_ns,actual_ns,exec_end_ns
DataIMU,0,49,2797632340464,2797632340464,2797632413854
DistanceCalc,20,251,2797652335697,2797652346798,2797652346972
DistanceCalc,20,252,2797672335697,2797672347045,2797672347278
NavCommand,80,63,2797672293075,2797672304914,2797672392026
NavControl,80,63,2797673195935,2797673315486,2797673316031
DistanceCalc,20,253,2797692335697,2797692346467,2797692346557
DistanceCalc,20,254,2797712335697,2797712347031,2797712347211
SurfaceRecon,100,51,2797732283239,2797732294557,2797732299848
DistanceCalc,20,255,2797732335697,2797732347553,2797732347725
DataIMU,0,50,2797732334589,2797732334589,2797732404237
NavCommand,80,64,2797752293075,2797752302481,2797752303613
DistanceCalc,20,256,2797752335697,2797752409638,2797752409778
NavControl,80,64,2797753195935,2797753321388,2797753322158
DistanceCalc,20,257,2797772335697,2797772412580,2797772412747
DistanceCalc,20,258,2797792335697,2797792379677,2797792380297
DistanceCalc,20,259,2797812335697,2797812348819,2797812349005
SurfaceRecon,100,52,2797832283239,2797832293362,2797832298466
NavCommand,80,65,2797832293075,2797832300946,2797832301812
DistanceCalc,20,260,2797832335697,2797832345901,2797832346061
DataIMU,0,51,2797832353887,2797832353887,2797832424942
NavControl,80,65,2797833195935,2797833236839,2797833239667
DistanceCalc,20,261,2797852335697,2797852347969,2797852348085
DistanceCalc,20,262,2797872335697,2797872375359,2797872376124
DistanceCalc,20,263,2797892335697,2797892347270,2797892347453
NavCommand,80,66,2797912293075,2797912301252,2797912301909
DistanceCalc,20,264,2797912335697,2797912349006,2797912349230
NavControl,80,66,2797913195935,2797913303402,2797913304472
SurfaceRecon,100,53,2797932283239,2797932294901,2797932300378
DistanceCalc,20,265,2797932335697,2797932348266,2797932348448
DataIMU,0,52,2797932358093,2797932358093,2797932426154
DistanceCalc,20,266,2797952335697,2797952348001,2797952348159
DistanceCalc,20,267,2797972335697,2797972347177,2797972347349
NavCommand,80,67,2797992293075,2797992302908,2797992304124
DistanceCalc,20,268,2797992335697,2797992346078,2797992346268
NavControl,80,67,2797993195935,2797993318591,2797993319183
DistanceCalc,20,269,2798012335697,2798012415605,2798012415779
SurfaceRecon,100,54,2798032283239,2798032294079,2798032300705
DistanceCalc,20,270,2798032335697,2798032347772,2798032348232
DataIMU,0,53,2798032342400,2798032342400,2798032419914
DistanceCalc,20,271,2798052335697,2798052413269,2798052413439
NavCommand,80,68,2798072293075,2798072302125,2798072303150
DistanceCalc,20,272,2798072335697,2798072414766,2798072414977
NavControl,80,68,2798073195935,2798073310051,2798073310893
DistanceCalc,20,273,2798092335697,2798092413069,2798092413229
DistanceCalc,20,274,2798112335697,2798112408894,2798112409058
SurfaceRecon,100,55,2798132283239,2798132294174,2798132299804
DistanceCalc,20,275,2798132335697,2798132346974,2798132347140
DataIMU,0,54,2798132356241,2798132356241,2798132427407
NavCommand,80,69,2798152293075,2798152300235,2798152300962
DistanceCalc,20,276,2798152335697,2798152345866,2798152346031
NavControl,80,69,2798153195935,2798153323000,2798153324090
DistanceCalc,20,277,2798172335697,2798172347292,2798172347574
DistanceCalc,20,278,2798192335697,2798192352150,2798192352338
DistanceCalc,20,279,2798212335697,2798212346971,2798212347146
SurfaceRecon,100,56,2798232283239,2798232293888,2798232298856
NavCommand,80,70,2798232293075,2798232310095,2798232311763
DistanceCalc,20,280,2798232335697,2798232343804,2798232344014
DataIMU,0,55,2798232355928,2798232355928,2798232442144
NavControl,80,70,2798233195935,2798233361942,2798233364567
DistanceCalc,20,281,2798252335697,2798252348173,2798252348428
DistanceCalc,20,282,2798272335697,2798272348770,2798272348935
DistanceCalc,20,283,2798292335697,2798292347457,2798292347621
NavCommand,80,71,2798312293075,2798312300793,2798312301730
DistanceCalc,20,284,2798312335697,2798312347557,2798312347729
NavControl,80,71,2798313195935,2798313236061,2798313239050
SurfaceRecon,100,57,2798332283239,2798332294852,2798332300612
DistanceCalc,20,285,2798332335697,2798332345984,2798332346152
DataIMU,0,56,2798332308320,2798332308320,2798332383273
DistanceCalc,20,286,2798352335697,2798352348325,2798352348492
DistanceCalc,20,287,2798372335697,2798372404585,2798372404755
NavCommand,80,72,2798392293075,2798392300695,2798392301655
DistanceCalc,20,288,2798392335697,2798392414267,2798392414453
NavControl,80,72,2798393195935,2798393332943,2798393334038
DistanceCalc,20,289,2798412335697,2798412411317,2798412411489
SurfaceRecon,100,58,2798432283239,2798432296170,2798432301968
DistanceCalc,20,290,2798432335697,2798432346917,2798432347087
DataIMU,0,57,2798432341550,2798432341550,2798432413419
DistanceCalc,20,291,2798452335697,2798452348661,2798452348808
NavCommand,80,73,2798472293075,2798472301070,2798472301972
DistanceCalc,20,292,2798472335697,2798472345860,2798472346020
NavControl,80,73,2798473195935,2798473310270,2798473310732
DistanceCalc,20,293,2798492335697,2798492346896,2798492346992
DistanceCalc,20,294,2798512335697,2798512411707,2798512411892
SurfaceRecon,100,59,2798532283239,2798532294177,2798532299561
DataIMU,0,58,2798532335393,2798532335393,2798532405779
DistanceCalc,20,295,2798532335697,2798532426589,2798532426746
NavCommand,80,74,2798552293075,2798552302721,2798552303670
DistanceCalc,20,296,2798552335697,2798552345887,2798552346047
NavControl,80,74,2798553195935,2798553331159,2798553334226
DistanceCalc,20,297,2798572335697,2798572347735,2798572347897
DistanceCalc,20,298,2798592335697,2798592409774,2798592409930
DistanceCalc,20,299,2798612335697,2798612348110,2798612348303
SurfaceRecon,100,60,2798632283239,2798632293899,2798632299609
NavCommand,80,75,2798632293075,2798632300671,2798632301256
DistanceCalc,20,300,2798632335697,2798632348423,2798632348585
DataIMU,0,59,2798632343910,2798632343910,2798632415423
NavControl,80,75,2798633195935,2798633203884,2798633204210
DistanceCalc,20,301,2798652335697,2798652347212,2798652347397
DistanceCalc,20,302,2798672335697,2798672417370,2798672417540
DistanceCalc,20,303,2798692335697,2798692449188,2798692449370
DistanceCalc,20,304,2798712335697,2798712347617,2798712347793
NavCommand,80,76,2798712293075,2798712348917,2798712349729
NavControl,80,76,2798713195935,2798713341830,2798713342388
SurfaceRecon,100,61,2798732283239,2798732295129,2798732301019
DataIMU,0,60,2798732339618,2798732339618,2798732406288
DistanceCalc,20,305,2798732335697,2798732425104,2798732425279
CameraYOLO,0,0,2797232628276,2797232628276,2798732672262
DistanceCalc,20,306,2798752335697,2798752348661,2798752348836
DistanceCalc,20,307,2798772335697,2798772348695,2798772348938
DistanceCalc,20,308,2798792335697,2798792404056,2798792404225
NavCommand,80,77,2798792293075,2798792425776,2798792429036
NavControl,80,77,2798793195935,2798793241338,2798793242318
DistanceCalc,20,309,2798812335697,2798812347505,2798812347669
SurfaceRecon,100,62,2798832283239,2798832295073,2798832300281
DistanceCalc,20,310,2798832335697,2798832345525,2798832345680
DataIMU,0,61,2798832344683,2798832344683,2798832413102
DistanceCalc,20,311,2798852335697,2798852346974,2798852347150
NavCommand,80,78,2798872293075,2798872304329,2798872305690
DistanceCalc,20,312,2798872335697,2798872345581,2798872345868
NavControl,80,78,2798873195935,2798873310476,2798873311123
DistanceCalc,20,313,2798892335697,2798892488618,2798892488965
DistanceCalc,20,314,2798912335697,2798912410869,2798912411049
SurfaceRecon,100,63,2798932283239,2798932298255,2798932305116
DistanceCalc,20,315,2798932335697,2798932351168,2798932351437
DataIMU,0,62,2798932363086,2798932363086,2798932463671
DistanceCalc,20,316,2798952335697,2798952349477,2798952349645
NavCommand,80,79,2798952293075,2798952426238,2798952429295
NavControl,80,79,2798953195935,2798953305825,2798953306348
DistanceCalc,20,317,2798972335697,2798972347991,2798972348171
DistanceCalc,20,318,2798992335697,2798992397859,2798992398019
DistanceCalc,20,319,2799012335697,2799012351425,2799012351676
NavCommand,80,80,2799032293075,2799032299339,2799032299943
SurfaceRecon,100,64,2799032283239,2799032295376,2799032302176
DataIMU,0,63,2799032346291,2799032346291,2799032413064
DistanceCalc,20,320,2799032335697,2799032507160,2799032507859
NavControl,80,80,2799033195935,2799033203718,2799033204053
DistanceCalc,20,321,2799052335697,2799052351553,2799052351741
DistanceCalc,20,322,2799072335697,2799072348192,2799072348364
DistanceCalc,20,323,2799092335697,2799092347521,2799092347697
NavCommand,80,81,2799112293075,2799112302714,2799112303758
DistanceCalc,20,324,2799112335697,2799112370909,2799112371571
NavControl,80,81,2799113195935,2799113202625,2799113203143
SurfaceRecon,100,65,2799132283239,2799132295040,2799132297131
DistanceCalc,20,325,2799132335697,2799132346488,2799132346649
DistanceCalc,20,326,2799152335697,2799152470422,2799152470656
DistanceCalc,20,327,2799172335697,2799172481553,2799172481716
NavCommand,80,82,2799192293075,2799192302156,2799192302924
DistanceCalc,20,328,2799192335697,2799192345067,2799192345236
NavControl,80,82,2799193195935,2799193243884,2799193244498
DistanceCalc,20,329,2799212335697,2799212346063,2799212346221
DistanceCalc,20,330,2799232335697,2799232345796,2799232345957
SurfaceRecon,100,66,2799232283239,2799232430038,2799232436247
DataIMU,0,64,2799232486978,2799232486978,2799232555966
DistanceCalc,20,331,2799252335697,2799252416157,2799252416358
NavCommand,80,83,2799272293075,2799272301926,2799272302921
DistanceCalc,20,332,2799272335697,2799272345422,2799272345586
NavControl,80,83,2799273195935,2799273318447,2799273321262
DistanceCalc,20,333,2799292335697,2799292347290,2799292347455
DistanceCalc,20,334,2799312335697,2799312487197,2799312487363
SurfaceRecon,100,67,2799332283239,2799332300328,2799332302926
DistanceCalc,20,335,2799332335697,2799332516898,2799332517193
NavCommand,80,84,2799352293075,2799352300201,2799352301201
DistanceCalc,20,336,2799352335697,2799352345588,2799352345746
NavControl,80,84,2799353195935,2799353245076,2799353248592
DistanceCalc,20,337,2799372335697,2799372347502,2799372347659
DistanceCalc,20,338,2799392335697,2799392482089,2799392482282
DistanceCalc,20,339,2799412335697,2799412480338,2799412480505
SurfaceRecon,100,68,2799432283239,2799432296788,2799432303120
NavCommand,80,85,2799432293075,2799432414697,2799432415584
DataIMU,0,65,2799432356007,2799432356007,2799432427119
DistanceCalc,20,340,2799432335697,2799432489803,2799432489981
NavControl,80,85,2799433195935,2799433326375,2799433326852
DistanceCalc,20,341,2799452335697,2799452490252,2799452490425
DistanceCalc,20,342,2799472335697,2799472494448,2799472494620
DistanceCalc,20,343,2799492335697,2799492351978,2799492352210
NavCommand,80,86,2799512293075,2799512305002,2799512306028
DistanceCalc,20,344,2799512335697,2799512469087,2799512469252
NavControl,80,86,2799513195935,2799513311344,2799513311900
SurfaceRecon,100,69,2799532283239,2799532294406,2799532296129
DistanceCalc,20,345,2799532335697,2799532498525,2799532498809
DistanceCalc,20,346,2799552335697,2799552489597,2799552489788
DistanceCalc,20,347,2799572335697,2799572348481,2799572348648
NavCommand,80,87,2799592293075,2799592301464,2799592302266
DistanceCalc,20,348,2799592335697,2799592345105,2799592345278
NavControl,80,87,2799593195935,2799593307019,2799593307568
DistanceCalc,20,349,2799612335697,2799612488715,2799612488904
SurfaceRecon,100,70,2799632283239,2799632295145,2799632300005
DataIMU,0,66,2799632307009,2799632307009,2799632377394
DistanceCalc,20,350,2799632335697,2799632430520,2799632430655
DistanceCalc,20,351,2799652335697,2799652412226,2799652412526
NavCommand,80,88,2799672293075,2799672302258,2799672303233
DistanceCalc,20,352,2799672335697,2799672347086,2799672347257
NavControl,80,88,2799673195935,2799673310631,2799673311284
DistanceCalc,20,353,2799692335697,2799692410578,2799692410753
DistanceCalc,20,354,2799712335697,2799712347982,2799712348148
SurfaceRecon,100,71,2799732283239,2799732295473,2799732297525
DistanceCalc,20,355,2799732335697,2799732412047,2799732412212
NavCommand,80,89,2799752293075,2799752300863,2799752301558
DistanceCalc,20,356,2799752335697,2799752345741,2799752345901
NavControl,80,89,2799753195935,2799753314286,2799753314976
DistanceCalc,20,357,2799772335697,2799772486120,2799772486301
DistanceCalc,20,358,2799792335697,2799792346942,2799792347105
DistanceCalc,20,359,2799812335697,2799812346459,2799812346624
SurfaceRecon,100,72,2799832283239,2799832294671,2799832302703
NavCommand,80,90,2799832293075,2799832302096,2799832303161
DistanceCalc,20,360,2799832335697,2799832344323,2799832344486
DataIMU,0,67,2799832309588,2799832309588,2799832385226
NavControl,80,90,2799833195935,2799833204553,2799833205093
DistanceCalc,20,361,2799852335697,2799852345105,2799852345284
DistanceCalc,20,362,2799872335697,2799872346969,2799872347193
DistanceCalc,20,363,2799892335697,2799892344206,2799892344353
NavCommand,80,91,2799912293075,2799912301575,2799912302879
DistanceCalc,20,364,2799912335697,2799912344136,2799912344457
NavControl,80,91,2799913195935,2799913203901,2799913204669
SurfaceRecon,100,73,2799932283239,2799932300668,2799932307778
DistanceCalc,20,365,2799932335697,2799932343236,2799932343424
DataIMU,0,68,2799932316108,2799932316108,2799932408335
DistanceCalc,20,366,2799952335697,2799952347874,2799952348226
DistanceCalc,20,367,2799972335697,2799972343699,2799972343854
NavCommand,80,92,2799992293075,2799992302902,2799992304219
DistanceCalc,20,368,2799992335697,2799992346360,2799992346561
NavControl,80,92,2799993195935,2799993204937,2799993205626
DistanceCalc,20,369,2800012335697,2800012344073,2800012344267
SurfaceRecon,100,74,2800032283239,2800032295179,2800032302215
DistanceCalc,20,370,2800032335697,2800032343579,2800032343834
DataIMU,0,69,2800032310762,2800032310762,2800032401942
DistanceCalc,20,371,2800052335697,2800052345462,2800052345624
NavCommand,80,93,2800072293075,2800072302518,2800072303784
DistanceCalc,20,372,2800072335697,2800072343027,2800072343279
NavControl,80,93,2800073195935,2800073203421,2800073204072
DistanceCalc,20,373,2800092335697,2800092345622,2800092345801
DistanceCalc,20,374,2800112335697,2800112344523,2800112344674
SurfaceRecon,100,75,2800132283239,2800132297086,2800132303645
DistanceCalc,20,375,2800132335697,2800132345866,2800132346125
DataIMU,0,70,2800132310162,2800132310162,2800132395929
NavCommand,80,94,2800152293075,2800152302413,2800152303946
DistanceCalc,20,376,2800152335697,2800152344775,2800152344994
NavControl,80,94,2800153195935,2800153203688,2800153204346
DistanceCalc,20,377,2800172335697,2800172349125,2800172349297
DistanceCalc,20,378,2800192335697,2800192343464,2800192343749
DistanceCalc,20,379,2800212335697,2800212343479,2800212343624
NavCommand,80,95,2800232293075,2800232301451,2800232302404
SurfaceRecon,100,76,2800232283239,2800232297138,2800232304448
DistanceCalc,20,380,2800232335697,2800232343662,2800232343893
DataIMU,0,71,2800232311293,2800232311293,2800232398019
NavControl,80,95,2800233195935,2800233205097,2800233205603
DistanceCalc,20,381,2800252335697,2800252346400,2800252346655
DistanceCalc,20,382,2800272335697,2800272342937,2800272343099
DistanceCalc,20,383,2800292335697,2800292344263,2800292344474
NavCommand,80,96,2800312293075,2800312307743,2800312309187
DistanceCalc,20,384,2800312335697,2800312345116,2800312345339
NavControl,80,96,2800313195935,2800313204545,2800313205307
SurfaceRecon,100,77,2800332283239,2800332296196,2800332304409
DistanceCalc,20,385,2800332335697,2800332344148,2800332344382
DataIMU,0,72,2800332311893,2800332311893,2800332402881
DistanceCalc,20,386,2800352335697,2800352349098,2800352349326
DistanceCalc,20,387,2800372335697,2800372344374,2800372344537
NavCommand,80,97,2800392293075,2800392303428,2800392304664
DistanceCalc,20,388,2800392335697,2800392343437,2800392343657
NavControl,80,97,2800393195935,2800393204728,2800393205231
DistanceCalc,20,389,2800412335697,2800412344524,2800412344689
SurfaceRecon,100,78,2800432283239,2800432297863,2800432305595
DistanceCalc,20,390,2800432335697,2800432344670,2800432344907
DataIMU,0,73,2800432312975,2800432312975,2800432400616
DistanceCalc,20,391,2800452335697,2800452347569,2800452347852
NavCommand,80,98,2800472293075,2800472301935,2800472302988
DistanceCalc,20,392,2800472335697,2800472343369,2800472343609
NavControl,80,98,2800473195935,2800473204751,2800473205536
DistanceCalc,20,393,2800492335697,2800492347656,2800492347790
DistanceCalc,20,394,2800512335697,2800512348035,2800512348265
SurfaceRecon,100,79,2800532283239,2800532297640,2800532303950
DistanceCalc,20,395,2800532335697,2800532344965,2800532345251
DataIMU,0,74,2800532311717,2800532311717,2800532401844
NavCommand,80,99,2800552293075,2800552302498,2800552303779
DistanceCalc,20,396,2800552335697,2800552345415,2800552345664
NavControl,80,99,2800553195935,2800553204126,2800553204781
DistanceCalc,20,397,2800572335697,2800572345100,2800572345254
DistanceCalc,20,398,2800592335697,2800592344570,2800592344723
DistanceCalc,20,399,2800612335697,2800612342915,2800612343068
NavCommand,80,100,2800632293075,2800632301410,2800632302411
SurfaceRecon,100,80,2800632283239,2800632295429,2800632302446
DistanceCalc,20,400,2800632335697,2800632345216,2800632345459
DataIMU,0,75,2800632309337,2800632309337,2800632394775
NavControl,80,100,2800633195935,2800633204322,2800633204823
DistanceCalc,20,401,2800652335697,2800652347768,2800652347948
DistanceCalc,20,402,2800672335697,2800672344626,2800672344793
DistanceCalc,20,403,2800692335697,2800692343662,2800692343826
NavCommand,80,101,2800712293075,2800712302724,2800712304030
DistanceCalc,20,404,2800712335697,2800712342768,2800712343061
NavControl,80,101,2800713195935,2800713205087,2800713205860
SurfaceRecon,100,81,2800732283239,2800732296295,2800732303141
DistanceCalc,20,405,2800732335697,2800732344488,2800732344723
DataIMU,0,76,2800732311365,2800732311365,2800732401454
DistanceCalc,20,406,2800752335697,2800752345268,2800752345415
DistanceCalc,20,407,2800772335697,2800772343737,2800772343879
NavCommand,80,102,2800792293075,2800792302105,2800792303143
DistanceCalc,20,408,2800792335697,2800792344369,2800792344587
NavControl,80,102,2800793195935,2800793205171,2800793205942
DistanceCalc,20,409,2800812335697,2800812344593,2800812344844
SurfaceRecon,100,82,2800832283239,2800832298366,2800832306340
DistanceCalc,20,410,2800832335697,2800832343956,2800832344165
DataIMU,0,77,2800832314925,2800832314925,2800832410087
DistanceCalc,20,411,2800852335697,2800852344011,2800852344261
NavCommand,80,103,2800872293075,2800872302606,2800872303969
DistanceCalc,20,412,2800872335697,2800872346122,2800872346406
NavControl,80,103,2800873195935,2800873205190,2800873206153
DistanceCalc,20,413,2800892335697,2800892345814,2800892345953
DistanceCalc,20,414,2800912335697,2800912345451,2800912345613
SurfaceRecon,100,83,2800932283239,2800932297278,2800932303544
DistanceCalc,20,415,2800932335697,2800932344460,2800932344701
DataIMU,0,78,2800932312058,2800932312058,2800932405927
NavCommand,80,104,2800952293075,2800952304204,2800952305676
DistanceCalc,20,416,2800952335697,2800952344655,2800952345089
NavControl,80,104,2800953195935,2800953204738,2800953205737
DistanceCalc,20,417,2800972335697,2800972351158,2800972351468
DistanceCalc,20,418,2800992335697,2800992345104,2800992345253
DistanceCalc,20,419,2801012335697,2801012347007,2801012347202
NavCommand,80,105,2801032293075,2801032301498,2801032302244
SurfaceRecon,100,84,2801032283239,2801032295798,2801032303571
DistanceCalc,20,420,2801032335697,2801032344233,2801032344500
DataIMU,0,79,2801032314237,2801032314237,2801032402004
NavControl,80,105,2801033195935,2801033204763,2801033205410
DistanceCalc,20,421,2801052335697,2801052348887,2801052349066
DistanceCalc,20,422,2801072335697,2801072347495,2801072347646
DistanceCalc,20,423,2801092335697,2801092345543,2801092345797
NavCommand,80,106,2801112293075,2801112303412,2801112304761
DistanceCalc,20,424,2801112335697,2801112345353,2801112345559
NavControl,80,106,2801113195935,2801113204916,2801113205651
SurfaceRecon,100,85,2801132283239,2801132299127,2801132305753
DistanceCalc,20,425,2801132335697,2801132346207,2801132346435
DataIMU,0,80,2801132314107,2801132314107,2801132402205
DistanceCalc,20,426,2801152335697,2801152347545,2801152347777
DistanceCalc,20,427,2801172335697,2801172344365,2801172344515
NavCommand,80,107,2801192293075,2801192304986,2801192306734
DistanceCalc,20,428,2801192335697,2801192344929,2801192345155
NavControl,80,107,2801193195935,2801193206419,2801193207229
DistanceCalc,20,429,2801212335697,2801212344318,2801212344480
SurfaceRecon,100,86,2801232283239,2801232297789,2801232305194
DistanceCalc,20,430,2801232335697,2801232348517,2801232348783
DataIMU,0,81,2801232314957,2801232314957,2801232415348
DistanceCalc,20,431,2801252335697,2801252348038,2801252348278
NavCommand,80,108,2801272293075,2801272305460,2801272306484
DistanceCalc,20,432,2801272335697,2801272342748,2801272342975
NavControl,80,108,2801273195935,2801273204665,2801273205276
DistanceCalc,20,433,2801292335697,2801292343535,2801292343701
DistanceCalc,20,434,2801312335697,2801312344606,2801312344846
SurfaceRecon,100,87,2801332283239,2801332297935,2801332305328
DistanceCalc,20,435,2801332335697,2801332343424,2801332343599
DataIMU,0,82,2801332313446,2801332313446,2801332407279
NavCommand,80,109,2801352293075,2801352302485,2801352304118
DistanceCalc,20,436,2801352335697,2801352346632,2801352346864
NavControl,80,109,2801353195935,2801353204373,2801353205201
DistanceCalc,20,437,2801372335697,2801372344441,2801372344603
DistanceCalc,20,438,2801392335697,2801392343102,2801392343352
DistanceCalc,20,439,2801412335697,2801412344804,2801412345045
NavCommand,80,110,2801432293075,2801432300575,2801432301807
SurfaceRecon,100,88,2801432283239,2801432297067,2801432304515
DistanceCalc,20,440,2801432335697,2801432343325,2801432343498
DataIMU,0,83,2801432313638,2801432313638,2801432407479
NavControl,80,110,2801433195935,2801433202834,2801433203421
DistanceCalc,20,441,2801452335697,2801452346842,2801452347256
DistanceCalc,20,442,2801472335697,2801472343885,2801472344041
DistanceCalc,20,443,2801492335697,2801492344054,2801492344299
NavCommand,80,111,2801512293075,2801512302748,2801512304091
DistanceCalc,20,444,2801512335697,2801512346438,2801512346683
NavControl,80,111,2801513195935,2801513203759,2801513204505
SurfaceRecon,100,89,2801532283239,2801532297017,2801532302979
DistanceCalc,20,445,2801532335697,2801532343186,2801532343413
DataIMU,0,84,2801532311633,2801532311633,2801532402964
DistanceCalc,20,446,2801552335697,2801552345365,2801552345621
DistanceCalc,20,447,2801572335697,2801572346057,2801572346364
NavCommand,80,112,2801592293075,2801592302705,2801592303962
DistanceCalc,20,448,2801592335697,2801592343096,2801592343256
NavControl,80,112,2801593195935,2801593203130,2801593203746
DistanceCalc,20,449,2801612335697,2801612342665,2801612342820
SurfaceRecon,100,90,2801632283239,2801632298751,2801632307763
DistanceCalc,20,450,2801632335697,2801632347681,2801632347946
DataIMU,0,85,2801632315954,2801632315954,2801632406271
DistanceCalc,20,451,2801652335697,2801652346645,2801652346903
NavCommand,80,113,2801672293075,2801672300963,2801672302131
DistanceCalc,20,452,2801672335697,2801672343677,2801672344019
NavControl,80,113,2801673195935,2801673204198,2801673204922
DistanceCalc,20,453,2801692335697,2801692342472,2801692342618
DistanceCalc,20,454,2801712335697,2801712343878,2801712344048
SurfaceRecon,100,91,2801732283239,2801732297020,2801732304093
DistanceCalc,20,455,2801732335697,2801732343310,2801732343505
DataIMU,0,86,2801732313238,2801732313238,2801732405184
NavCommand,80,114,2801752293075,2801752301395,2801752302403
DistanceCalc,20,456,2801752335697,2801752344724,2801752344935
NavControl,80,114,2801753195935,2801753204750,2801753205291
DistanceCalc,20,457,2801772335697,2801772343317,2801772343502
DistanceCalc,20,458,2801792335697,2801792344679,2801792344851
DistanceCalc,20,459,2801812335697,2801812343275,2801812343419
NavCommand,80,115,2801832293075,2801832300994,2801832302075
SurfaceRecon,100,92,2801832283239,2801832299024,2801832305663
DistanceCalc,20,460,2801832335697,2801832343604,2801832343837
DataIMU,0,87,2801832313256,2801832313256,2801832399625
NavControl,80,115,2801833195935,2801833203411,2801833203976
DistanceCalc,20,461,2801852335697,2801852344907,2801852345091
DistanceCalc,20,462,2801872335697,2801872348462,2801872348679
DistanceCalc,20,463,2801892335697,2801892343792,2801892344041
NavCommand,80,116,2801912293075,2801912304007,2801912305216
DistanceCalc,20,464,2801912335697,2801912343587,2801912343817
NavControl,80,116,2801913195935,2801913205695,2801913206537
SurfaceRecon,100,93,2801932283239,2801932301710,2801932309835
DistanceCalc,20,465,2801932335697,2801932343427,2801932343676
DataIMU,0,88,2801932319153,2801932319153,2801932411596
DistanceCalc,20,466,2801952335697,2801952345270,2801952345421
DistanceCalc,20,467,2801972335697,2801972343488,2801972343632
NavCommand,80,117,2801992293075,2801992305714,2801992306967
DistanceCalc,20,468,2801992335697,2801992344735,2801992344955
NavControl,80,117,2801993195935,2801993204278,2801993205085
DistanceCalc,20,469,2802012335697,2802012343412,2802012343559
SurfaceRecon,100,94,2802032283239,2802032298302,2802032307022
DistanceCalc,20,470,2802032335697,2802032343822,2802032344034
DataIMU,0,89,2802032316422,2802032316422,2802032408359
DistanceCalc,20,471,2802052335697,2802052345420,2802052345567
NavCommand,80,118,2802072293075,2802072304712,2802072305961
DistanceCalc,20,472,2802072335697,2802072343405,2802072343612
NavControl,80,118,2802073195935,2802073204734,2802073205633
DistanceCalc,20,473,2802092335697,2802092343494,2802092343653
DistanceCalc,20,474,2802112335697,2802112343488,2802112343655
SurfaceRecon,100,95,2802132283239,2802132296860,2802132304206
DistanceCalc,20,475,2802132335697,2802132343955,2802132344181
DataIMU,0,90,2802132312171,2802132312171,2802132398331
NavCommand,80,119,2802152293075,2802152304864,2802152306084
DistanceCalc,20,476,2802152335697,2802152344116,2802152344373
NavControl,80,119,2802153195935,2802153205252,2802153205909
DistanceCalc,20,477,2802172335697,2802172343582,2802172343789
DistanceCalc,20,478,2802192335697,2802192342223,2802192342431
DistanceCalc,20,479,2802212335697,2802212343574,2802212343767
SurfaceRecon,100,96,2802232283239,2802232295591,2802232302047
NavCommand,80,120,2802232293075,2802232303947,2802232305117
DistanceCalc,20,480,2802232335697,2802232342380,2802232342535
DataIMU,0,91,2802232310970,2802232310970,2802232412464
NavControl,80,120,2802233195935,2802233203685,2802233204201
DistanceCalc,20,481,2802252335697,2802252345137,2802252345323
DistanceCalc,20,482,2802272335697,2802272343702,2802272344062
DistanceCalc,20,483,2802292335697,2802292344340,2802292344688
NavCommand,80,121,2802312293075,2802312303876,2802312305029
DistanceCalc,20,484,2802312335697,2802312342338,2802312342549
NavControl,80,121,2802313195935,2802313205846,2802313206343
SurfaceRecon,100,97,2802332283239,2802332297230,2802332303731
DistanceCalc,20,485,2802332335697,2802332343137,2802332343383
DataIMU,0,92,2802332311338,2802332311338,2802332394358
DistanceCalc,20,486,2802352335697,2802352346590,2802352346757
DistanceCalc,20,487,2802372335697,2802372343734,2802372343881
NavCommand,80,122,2802392293075,2802392305411,2802392306511
DistanceCalc,20,488,2802392335697,2802392342758,2802392343048
NavControl,80,122,2802393195935,2802393205127,2802393205703
DistanceCalc,20,489,2802412335697,2802412343387,2802412343625
SurfaceRecon,100,98,2802432283239,2802432298321,2802432305609
DistanceCalc,20,490,2802432335697,2802432343700,2802432343946
DataIMU,0,93,2802432313942,2802432313942,2802432402071
DistanceCalc,20,491,2802452335697,2802452344922,2802452345197
NavCommand,80,123,2802472293075,2802472303451,2802472304653
DistanceCalc,20,492,2802472335697,2802472343941,2802472344149
NavControl,80,123,2802473195935,2802473205220,2802473205838
DistanceCalc,20,493,2802492335697,2802492347298,2802492347459
DistanceCalc,20,494,2802512335697,2802512344639,2802512344834
SurfaceRecon,100,99,2802532283239,2802532298056,2802532304862
DistanceCalc,20,495,2802532335697,2802532344995,2802532345228
DataIMU,0,94,2802532313280,2802532313280,2802532398221
NavCommand,80,124,2802552293075,2802552304845,2802552306140
DistanceCalc,20,496,2802552335697,2802552344681,2802552344923
NavControl,80,124,2802553195935,2802553204849,2802553205538
DistanceCalc,20,497,2802572335697,2802572343045,2802572343253
DistanceCalc,20,498,2802592335697,2802592344052,2802592344220
DistanceCalc,20,499,2802612335697,2802612344198,2802612344409
NavCommand,80,125,2802632293075,2802632303293,2802632304622
SurfaceRecon,100,100,2802632283239,2802632296742,2802632306020
DistanceCalc,20,500,2802632335697,2802632342519,2802632342754
DataIMU,0,95,2802632316119,2802632316119,2802632403814
NavControl,80,125,2802633195935,2802633203866,2802633204507
DistanceCalc,20,501,2802652335697,2802652346233,2802652346466
DistanceCalc,20,502,2802672335697,2802672345612,2802672345876
DistanceCalc,20,503,2802692335697,2802692343557,2802692343712
